student_id,gender,age,attendance_rate,assignment_score,quiz_score,exam_score,study_hours_per_week,parental_education_level,health_status,electricity_access,internet_access,performance_label
STD0920,Female,15,91.3,57.76,88.27,81.86,17.0,None,Fair,False,True,High
STD0921,Male,22,84.97,67.55,98.28,67.98,22.2,Primary,Fair,True,True,High
STD0922,Male,19,91.97,64.67,63.19,75.75,17.3,Primary,Poor,True,False,Medium
STD0923,Male,19,99.09,83.32,34.67,49.18,6.1,Tertiary,Fair,True,False,Medium
STD0924,Male,18,81.07,63.09,33.37,71.51,23.3,None,Good,False,True,Medium
STD0925,Male,20,77.96,69.36,50.7,64.25,2.6,Secondary,Poor,False,True,Medium
STD0926,Male,17,81.41,65.78,95.28,39.33,6.7,Secondary,Poor,True,True,Medium
STD0927,Male,23,76.63,84.44,66.62,46.98,13.0,Tertiary,Good,True,False,Medium
STD0928,Female,19,81.75,91.78,49.03,50.42,14.1,Secondary,Poor,True,True,Medium
STD0929,Female,17,72.49,71.91,57.94,94.7,0.4,Tertiary,Fair,False,False,High
STD0930,Male,15,60.92,87.37,71.9,46.13,19.5,None,Fair,True,False,Medium
STD0931,Male,24,56.01,57.81,75.71,50.25,9.0,Secondary,Poor,False,True,Medium
STD0932,Female,20,53.42,72.48,40.77,55.85,10.2,None,Good,True,True,Medium
STD0933,Male,16,63.17,60.71,98.39,76.46,20.2,Primary,Good,False,False,High
STD0934,Male,17,52.31,64.85,68.13,38.28,9.5,Secondary,Fair,False,True,Medium
STD0935,Female,15,78.36,83.94,39.5,96.78,1.2,Primary,Good,True,False,High
STD0936,Male,23,64.19,92.9,92.55,90.59,4.4,Secondary,Poor,True,True,High
STD0937,Female,22,91.23,47.29,35.22,70.41,23.9,None,Poor,True,True,Medium
STD0938,Male,16,53.71,78.08,93.54,77.18,1.8,Tertiary,Fair,True,True,High
STD0939,Female,22,61.32,74.93,99.76,31.17,8.9,None,Fair,True,True,Medium
STD0940,Female,23,86.51,47.1,79.03,53.73,12.6,None,Fair,True,False,Medium
STD0941,Female,15,79.94,52.71,83.93,85.7,12.3,None,Good,True,False,High
STD0942,Male,19,53.22,58.66,53.61,35.42,0.1,Secondary,Poor,False,False,Low
STD0943,Female,22,93.86,50.02,95.91,49.76,12.5,Tertiary,Poor,True,True,Medium
STD0944,Male,16,93.86,54.62,67.08,70.97,9.6,Primary,Poor,True,False,Medium
STD0945,Male,18,66.52,56.06,81.27,47.95,24.3,None,Fair,False,False,Medium
STD0946,Male,21,67.02,60.14,94.69,95.38,4.0,Secondary,Poor,True,False,High
STD0947,Male,17,99.45,84.96,98.26,39.17,8.9,Primary,Good,True,True,Medium
STD0948,Female,19,81.31,74.31,88.32,85.82,10.5,None,Good,True,False,High
STD0949,Female,22,76.57,99.17,51.21,65.56,9.8,Primary,Poor,True,True,Medium
STD0950,Male,24,91.91,64.88,97.66,82.52,16.6,None,Fair,False,True,High
STD0951,Male,17,64.26,85.23,73.97,51.75,5.4,Primary,Poor,False,False,Medium
STD0952,Female,18,71.46,92.29,95.14,66.01,5.5,Primary,Good,True,True,High
STD0953,Male,23,63.39,80.74,77.33,89.98,18.2,Tertiary,Good,True,False,High
STD0954,Female,21,89.46,64.71,51.51,62.68,12.5,Tertiary,Good,False,False,Medium
STD0955,Male,15,78.67,85.22,55.9,55.18,10.4,None,Poor,True,False,Medium
STD0956,Male,18,82.94,52.22,68.53,67.53,4.2,Secondary,Good,False,False,Medium
STD0957,Female,18,62.62,59.65,85.3,80.22,4.7,Tertiary,Fair,False,False,High
STD0958,Male,23,61.01,72.8,52.26,61.05,0.3,Primary,Poor,False,True,Medium
STD0959,Female,20,74.42,74.52,70.58,95.72,2.3,Tertiary,Poor,True,False,High
STD0960,Male,23,86.88,41.33,54.19,50.65,13.9,Tertiary,Good,True,True,Low
STD0961,Male,20,76.26,96.71,87.1,63.28,22.3,None,Good,True,False,High
STD0962,Male,20,51.63,81.8,62.67,82.98,7.2,Tertiary,Fair,False,False,High
STD0963,Female,19,93.43,69.74,35.37,78.24,8.2,Tertiary,Poor,True,False,Medium
STD0964,Male,19,53.23,95.99,41.62,90.45,2.9,Primary,Good,True,True,High
STD0965,Male,16,97.79,66.35,34.28,99.78,9.7,Tertiary,Fair,False,True,Medium
STD0966,Male,22,51.26,98.83,64.95,59.88,0.9,Primary,Good,True,True,Medium
STD0967,Male,22,84.72,70.74,37.44,37.78,22.9,Tertiary,Poor,True,True,Low
STD0968,Female,15,54.11,46.86,37.99,32.13,16.8,Tertiary,Good,True,False,Low
STD0969,Female,22,95.53,85.89,95.87,80.88,24.8,Secondary,Poor,False,False,High
STD0970,Male,19,73.22,80.73,91.09,91.18,22.1,Tertiary,Good,True,True,High
STD0971,Female,16,56.88,86.38,61.65,45.45,11.8,Primary,Poor,False,True,Medium
STD0972,Male,16,67.04,97.09,99.01,41.09,13.0,Primary,Fair,False,True,High
STD0973,Male,20,58.24,86.59,30.01,34.35,4.8,None,Poor,False,False,Low
STD0974,Male,23,58.53,76.68,72.98,87.59,11.6,None,Fair,True,True,High
STD0975,Female,15,97.41,91.44,73.15,51.8,22.6,Secondary,Poor,True,True,Medium
STD0976,Female,20,72.26,80.39,62.02,58.12,1.3,Primary,Fair,True,False,Medium
STD0977,Female,23,89.44,64.49,57.79,65.19,21.6,Primary,Good,False,True,Medium
STD0978,Female,22,81.98,93.14,61.88,88.76,8.5,Primary,Poor,False,False,High
STD0979,Female,20,83.82,53.31,59.05,75.56,22.5,Secondary,Good,True,False,Medium
STD0980,Female,17,56.58,82.88,81.13,73.05,23.5,Primary,Fair,False,False,High
STD0981,Female,22,61.71,92.89,39.47,42.3,16.8,None,Poor,True,False,Medium
STD0982,Female,23,89.34,83.88,43.83,65.92,16.6,Secondary,Poor,True,False,Medium
STD0983,Female,15,98.54,81.84,42.64,80.08,11.3,None,Good,True,True,Medium
STD0984,Male,23,63.13,85.16,48.37,98.13,20.9,None,Poor,True,True,High
STD0985,Female,20,63.58,67.9,66.77,44.1,24.0,Secondary,Poor,True,False,Medium
STD0986,Female,20,73.64,92.45,37.78,30.67,19.4,Tertiary,Good,True,False,Medium
STD0987,Female,18,99.19,52.21,90.77,35.27,15.5,Tertiary,Poor,True,True,Medium
STD0988,Female,15,63.45,47.64,50.82,56.31,15.2,None,Good,False,True,Medium
STD0989,Female,24,70.35,57.13,41.38,87.44,21.2,Tertiary,Good,True,False,Medium
STD0990,Female,22,94.57,71.89,77.29,30.5,13.5,Primary,Good,False,True,Medium
STD0991,Female,16,50.15,70.63,32.67,61.97,20.1,Secondary,Good,False,True,Medium
STD0992,Female,15,51.99,89.24,73.4,53.05,12.7,None,Good,True,False,Medium
STD0993,Female,16,80.2,64.27,78.87,33.67,1.6,Primary,Fair,False,True,Medium
STD0994,Female,15,95.37,69.06,45.04,61.52,9.6,Tertiary,Fair,False,True,Medium
STD0995,Female,15,61.94,40.8,32.94,47.83,11.1,Primary,Good,False,True,Low
STD0996,Male,23,73.48,64.58,55.46,54.63,3.5,Tertiary,Fair,True,True,Medium
STD0997,Male,15,72.52,78.87,36.9,79.39,2.6,None,Fair,True,False,Medium
STD0998,Female,18,73.65,40.93,38.15,66.51,13.4,Primary,Poor,True,True,Medium
STD0999,Female,24,81.13,56.85,47.8,38.73,2.1,Secondary,Good,True,False,Low
STD1000,Male,20,73.49,52.48,50.68,97.3,7.6,None,Fair,True,True,Medium
